# Time-averaged data for fix 4
# TimeStep v_myPxx v_myPyy v_myPzz v_myPxy v_myPxz v_myPyz
1726000 -109.001 -143.671 -193.883 -61.9636 176.564 -44.1381
1727000 -103.537 0.620467 -275.886 -30.4528 106.184 83.9574
1728000 -55.5614 -34.125 -277.677 31.2332 8.90085 -18.1972
1729000 -150.193 -124.891 -145.342 -36.6735 -19.2469 57.1709
1730000 -12.4531 -103.011 -86.8528 -10.9234 -47.031 -24.906
1731000 -291.539 -293.129 -256.616 -43.4599 -1.49831 -17.237
1732000 -163.264 -195.71 -118.319 23.5551 -22.0907 40.4652
1733000 -134.671 -246.268 -178.646 -105.963 -24.0763 108.695
1734000 -134.098 -180.477 -88.9898 4.80088 20.3349 43.3224
1735000 47.784 114.921 -23.7461 -25.9385 20.7381 79.55
1736000 -216.175 -123.556 -87.2224 -41.4894 -46.8634 -3.81068
1737000 7.32101 -6.18208 -54.2552 -25.9139 -56.0126 -50.6231
1738000 -26.2456 78.4694 -53.4406 -45.1853 -7.95062 52.0637
1739000 -12.6521 -86.1616 34.8794 -6.43021 -30.9674 96.4071
1740000 62.0629 128.198 179.164 -11.4019 8.58768 88.6902
1741000 -34.0996 25.2418 118.092 -4.05089 59.2707 102.165
1742000 -5.99063 142.154 131.551 13.551 -50.559 2.76393
1743000 22.0109 15.639 71.2307 4.3651 -35.6898 45.1821
1744000 75.0378 20.0676 150.946 1.72522 -26.301 -91.2378
1745000 -46.4746 35.151 -11.6562 -26.6078 36.8239 -32.6621
1746000 25.4959 29.3748 55.7726 47.9518 -74.8692 76.7974
1747000 69.8165 49.756 184.713 -12.2209 -44 26.5517
1748000 13.4067 68.4056 -25.9759 39.0421 -50.8998 87.3041
1749000 -13.3616 21.2755 -2.93574 -32.6324 -2.78118 17.8477
1750000 -143.366 -38.7867 -89.7873 97.464 -50.2597 2.89144
1751000 -53.8634 -94.142 -134.228 23.4268 -7.05084 -95.8013
1752000 -17.5401 -38.0731 -152.795 26.9717 90.3161 -12.3205
1753000 -32.6528 -37.1614 -89.4059 20.5754 34.8641 -16.6185
1754000 17.0939 -76.7314 -196.872 14.072 138.017 -8.6808
1755000 -128.057 -263.743 -157.117 6.52702 7.35131 -92.3683
1756000 -177.154 -151.957 -258.454 6.78796 23.9698 -45.024
1757000 -44.8996 -99.833 -55.296 6.19381 -69.6847 -80.603
1758000 0.734762 -23.2374 -208.469 -47.591 -44.9722 -13.7883
1759000 -155.183 -140.145 -256.139 -101.063 -24.9443 -23.6326
1760000 -79.7814 -173.114 -173.833 -36.8947 -31.5204 34.847
1761000 -117.272 -139.893 -96.6551 -62.7573 -32.9344 -68.8084
1762000 -127.079 -154.057 -243.712 -14.8009 16.8481 -61.421
1763000 -133.062 -229.255 -268.064 31.7185 -29.8748 13.0823
1764000 -80.4675 -64.5562 -102.511 -89.0197 -2.74888 -6.13846
1765000 -27.2116 -40.111 -88.6383 78.0036 0.7891 -26.5977
1766000 -6.5373 -78.0127 -154.866 49.3831 27.2491 104.351
1767000 28.9752 -50.2658 -102.615 -34.1455 4.35393 -33.9141
1768000 -152.046 -48.436 76.8749 7.57963 -33.5299 -33.0701
1769000 14.6344 -70.5733 -203.915 -44.3225 70.8571 34.8539
1770000 -9.78123 -123.201 -52.2147 24.9932 0.077536 -80.9193
1771000 -75.7902 -128.178 -18.4413 -38.5876 54.9361 103.208
1772000 -147.376 -159.485 -183.575 36.6708 126.971 54.0581
1773000 -225.056 -175.692 -110.621 -9.81565 -24.3391 -21.9539
1774000 -183.065 -107.221 -154.884 -56.9821 -10.5411 73.4109
1775000 -172.644 -167.656 -79.543 -7.91801 58.5775 54.2605
1776000 -276.966 -91.0581 -177.189 -25.1538 8.2463 -11.9897
1777000 -122.057 -167.964 -181.653 5.38835 -25.7718 99.714
1778000 -117.007 -83.8209 -184.173 -8.02221 -10.3377 -13.5757
1779000 -45.8348 -42.381 -165.855 -6.60972 -52.9224 108.884
1780000 -126.63 -37.278 -140.965 -32.7563 25.3148 -13.3817
1781000 -212.543 9.40929 -100.713 -15.7846 27.3072 -27.0275
1782000 -114.186 3.66986 -152.588 -69.8379 -92.2003 -53.8419
1783000 -179.36 -52.5256 -158.25 -65.6999 -22.5941 -17.3499
1784000 -142.731 -4.19394 -240.354 -109.132 34.7941 -83.7869
1785000 -166.207 -119.428 -155.695 -69.7884 15.4224 -3.97195
1786000 -29.0151 -110.202 -81.8044 22.5213 -74.9167 -32.5828
1787000 -138.122 -7.26956 -57.5942 52.0762 -31.9521 -41.8328
1788000 -51.2789 -145.23 -147.494 -23.0137 30.6106 -19.4025
1789000 80.6498 103.804 -46.9006 8.19199 -3.61976 -86.4772
1790000 69.095 -56.5402 -118.231 32.0791 8.16161 -50.9852
1791000 12.773 68.4884 -148.68 -35.6731 81.1258 -26.2649
1792000 -48.4954 -12.3098 -43.0174 -0.669337 6.71389 -22.1892
1793000 -33.6804 47.5716 -128.611 3.6381 36.4879 -57.8829
1794000 -118.323 -56.5432 -163.345 113.808 -49.5005 -0.554516
1795000 -84.4749 18.0997 -48.121 44.1574 28.9742 -57.6836
1796000 -132.808 -100.083 -162.923 -71.8158 -42.4926 -46.2751
1797000 -88.9257 -31.1137 -154.36 36.3058 71.9602 35.8281
1798000 -175.702 -9.19375 -139.304 38.6583 7.89396 -118.193
1799000 -179.609 -6.95358 -244.316 29.2834 11.2994 -104.102
1800000 -132.265 115.757 -227.74 -63.635 90.1889 42.142
1801000 -53.6177 -29.957 -137.285 -34.4774 119.163 -69.6274
1802000 -81.3728 0.157693 -253.343 -9.16205 132.997 -6.88418
1803000 -151.235 -137.538 -94.3761 12.1172 76.909 -12.7179
1804000 -200.439 -72.9149 -163.975 40.9371 -7.26949 13.9185
1805000 -315.731 -102.696 -270.946 28.3836 42.4186 -8.3264
1806000 -185.114 -135.75 -147.674 34.6368 51.3627 -52.7749
1807000 -224.969 -271.98 -240.982 -9.37348 37.5819 -83.869
1808000 -286.852 -100.863 -145.338 16.773 -30.6822 -59.0091
1809000 -190.2 -10.1951 -181.671 7.45981 14.3143 -61.5362
1810000 -189.152 -146.753 -194.269 -99.2138 -39.0557 -73.6676
1811000 -131.702 -191.357 -100.487 54.2943 -1.51907 -31.5163
1812000 -174.592 -132.739 -185.209 52.5789 15.193 -131.243
1813000 -240.566 -186.547 -88.3604 34.8456 20.9567 -13.281
1814000 -215.521 -297.991 -229.338 13.4383 9.08205 56.1935
1815000 -180.874 -251.754 -81.8526 0.974271 79.9938 55.1747
1816000 -277.176 -215.017 -243.977 29.515 64.2318 -13.5642
1817000 -117.78 -254.998 -204.457 -49.3674 40.3041 49.8412
1818000 -189.576 -263.79 -199.464 -24.775 -85.6473 21.071
1819000 -272.696 -348.207 -281.255 4.20746 -66.8491 -13.0962
1820000 -241.855 -242.575 -299.841 4.88922 41.2213 -69.8326
1821000 -193.691 -233.795 -258.168 -17.8084 1.73268 10.3895
1822000 -160.612 -197.453 -293.608 -8.31492 -52.6301 2.20488
1823000 -144.596 -184.213 -189.706 4.32749 14.906 -72.8122
1824000 14.5077 -114.739 -42.7405 19.6223 -34.5071 15.1581
1825000 -118.636 -218.514 -98.3122 34.996 -0.262859 -89.2206
1826000 -34.8635 -148.712 -127.363 25.3695 62.8689 34.0601
1827000 -61.119 -117.077 -77.0128 23.0133 101.672 10.8463
1828000 -10.5728 -47.1587 0.629198 86.1033 -21.9177 -1.41375
1829000 -42.8199 -189.75 -226.287 64.8187 56.9466 17.818
1830000 -100.247 -86.2415 -96.8444 39.5064 49.2879 -12.1114
1831000 -7.36792 -30.555 -114.932 86.047 20.0033 12.4352
1832000 -206.959 -224.126 -185.875 73.8886 2.47334 -26.8412
1833000 -102.416 -82.571 -290.634 -8.19649 55.8109 28.6241
1834000 -261.296 -178.392 -187.197 39.9046 88.7318 -94.5132
1835000 -272.507 -138.33 -141.043 -58.3631 -29.5138 -47.2871
1836000 -311.465 -104.895 -168.705 24.3915 28.6912 38.3837
1837000 -65.4801 -68.0531 -89.4007 -62.3491 5.28804 -18.5994
1838000 -97.8443 -32.4797 -131.259 -64.9496 67.6206 -54.0648
1839000 -178.755 59.5392 -110.674 55.3125 74.1808 -49.8833
1840000 -92.4924 -119.913 -252.705 54.3816 16.9737 14.0447
1841000 -185.153 -77.5696 -223.48 -42.525 -78.5068 -85.3039
1842000 -149.245 -82.5206 -163.174 78.4754 -27.788 26.7809
1843000 -225.232 -92.9566 -192.45 5.71702 2.67202 -25.7915
1844000 -150.958 1.51503 -117.028 -71.2465 58.7446 69.3707
1845000 -205.764 -88.8915 -293.607 -27.4992 14.989 -19.8794
1846000 -199.812 -52.6661 -284.611 8.3335 8.54502 -4.02818
1847000 -132.346 83.4807 -35.8507 -10.8017 18.7305 -8.08018
1848000 -77.0771 34.0475 -217.466 -66.5201 72.8602 -45.0545
1849000 -280.968 -143.642 -279.48 28.4478 -30.8239 -35.7366
1850000 -153.287 -109.492 -117.846 -1.62816 -85.4032 -137.592
1851000 -168.891 47.2787 -165.376 -24.7731 -15.3538 -65.6918
1852000 -69.4381 -162.961 -220.081 16.5462 -2.98625 -72.7865
1853000 -23.4805 -9.62016 -52.6308 -12.5752 -29.8754 1.78457
1854000 -103.924 -34.3633 -29.7887 -40.7811 34.5776 -66.9497
1855000 -116.752 -38.932 -162.808 -81.1049 -39.9014 -71.8052
1856000 -212.165 -212.641 -84.1558 -22.0313 67.2484 -25.67
1857000 -233.773 -225.939 -267.854 -66.2449 6.45582 -41.3964
1858000 -183.961 -201.406 -161.57 -75.8404 32.4957 7.98913
1859000 -231.027 -126.65 -186.3 -4.80593 9.74919 -33.3919
1860000 -236.052 -123.306 -148.277 -22.551 63.7402 -37.8841
1861000 -200.038 -269.416 -66.856 -1.13862 97.8305 -19.0978
1862000 -300.564 -140.919 -99.2096 -5.41433 41.8568 -28.891
1863000 -329.615 -263.709 -316.613 -87.4219 18.8189 43.6864
1864000 -321.964 -338.144 -208.412 -56.7426 53.2336 49.6766
1865000 -287.819 -177.285 -284.922 -42.7679 34.8529 -8.53029
1866000 -252.013 -110.405 -193.758 -22.9435 21.7647 -65.1019
1867000 -124.792 -169.983 -155.333 -142.559 -42.6249 34.98
1868000 -158.989 -141.671 -101.912 -113.522 40.0613 -60.8957
1869000 -372.747 -275.113 -368.469 -37.8254 133.691 72.1163
1870000 -188.337 -243.581 -214.188 -104.355 106.833 47.7681
1871000 -206.32 -161.965 -117.582 -69.3495 63.3201 -44.8679
1872000 -191.967 -115.821 -82.4686 -36.6799 43.2848 -38.605
1873000 43.6496 -48.605 -165.821 -52.0914 23.33 26.6059
1874000 -233.49 -46.4583 -242.029 -43.5036 67.4762 75.0855
1875000 -259.559 -65.8392 -295.495 -79.255 10.8471 68.4657
1876000 -327.863 -163.426 -249.038 -176.02 -60.1212 4.13349
1877000 -300.436 -110.279 -27.867 -132.881 -87.4138 52.1416
1878000 -258.208 -165.824 -190.235 -20.7651 66.7461 18.4146
1879000 -253.231 -177.334 -128.85 24.5247 -48.587 34.3435
1880000 -192.548 -164.216 -301.511 -42.5438 -62.224 43.7323
1881000 -197.346 27.5639 -122.177 -59.2686 -91.1578 50.8923
1882000 -95.9474 -222.657 -267.882 39.6602 -36.8321 35.1361
