time (ps),ACF
0.0,1.0
1.0,0.40994192859487627
2.0,0.32904473717361454
3.0,0.27985723229059134
4.0,0.24781045996690396
5.0,0.23938120748771835
6.0,0.19619447492934
7.0,0.1667962942267636
8.0,0.1779371102614401
9.0,0.17169513542743323
10.0,0.1420778311660041
11.0,0.13112652770617772
12.0,0.13491182585189843
13.0,0.14645693627468484
14.0,0.14157973049025455
15.0,0.10681892749718441
16.0,0.11420841446519173
17.0,0.11142752907878069
18.0,0.12512427082593872
19.0,0.10481334104822536
20.0,0.10179436110407679
21.0,0.09955124585616855
22.0,0.07634181339079274
23.0,0.07910635903516545
24.0,0.04950086287823898
25.0,0.0708503858099677
26.0,0.05975550290448354
27.0,0.04933300164451952
28.0,0.06758322963420187
29.0,0.053679189566973866
30.0,0.06011609550912271
31.0,0.04306372867456781
32.0,0.04282576874798658
33.0,0.06043204111888325
34.0,0.03489306931877395
35.0,0.0298775348769059
36.0,0.03529290219151395
37.0,0.04546348172428508
38.0,0.04691053020941766
39.0,0.05383827437603292
40.0,0.0373247918485608
41.0,0.04423949848997377
42.0,0.05261294656598228
43.0,0.05713626439348498
44.0,0.04402779639591008
45.0,0.03948261827709394
46.0,0.045984130923492426
47.0,0.038733860202333756
48.0,0.041730435753766955
49.0,0.04420098949443106
50.0,0.037106860913188676
51.0,0.04723568912011005
52.0,0.020500382416083568
53.0,0.049352146358855084
54.0,0.050135915299641794
55.0,0.05228607873727837
56.0,0.0431401662029461
57.0,0.03471166905133476
58.0,0.039567705619521
59.0,0.04791413861392283
60.0,0.02800050846065597
61.0,0.05479727832980937
62.0,0.05930185806574561
63.0,0.041538626069947605
64.0,0.04495548081881916
65.0,0.03491443338636471
66.0,0.03001087420365142
67.0,0.05173624963782143
68.0,0.0241686943947805
69.0,0.026339894375406386
70.0,0.018243847268344934
71.0,0.023934606770140743
72.0,0.020442591561646316
73.0,0.00987966224799512
74.0,0.019078034802268422
75.0,0.0035161528730353743
76.0,0.015814629438841595
77.0,0.0017739304522102664
78.0,0.01637709174476674
79.0,0.0376081834262087
80.0,0.03271678781971096
81.0,0.012807815587683664
82.0,0.03428021817118402
83.0,0.0330442796420759
84.0,0.030046126922429545
85.0,0.023073761188023807
86.0,0.015256982358425304
87.0,0.015868904245052703
88.0,0.013305608201464196
89.0,0.005244555383070795
90.0,-0.02447356129596587
91.0,-0.02118120906046284
92.0,-0.010277098749706427
93.0,0.007425675371428464
94.0,0.004369260765889194
95.0,0.01039260490118696
96.0,-0.0030909565219912356
97.0,0.008013707262991604
98.0,0.013537576412376077
99.0,0.019622092419671475
100.0,0.022294877745592502
101.0,0.020788277038849064
102.0,0.009124550027694875
103.0,0.023068833469823222
104.0,0.019327124762277163
105.0,-0.0035397418406788
106.0,0.0033266476709642376
107.0,0.019100016619366986
108.0,0.02813519687388548
109.0,0.043014992086925316
110.0,0.022255399804538344
111.0,0.04115940185516293
112.0,0.032854353092515526
113.0,0.031577231677518414
114.0,0.04879610211044216
115.0,0.030448657113669543
116.0,0.03077331665939035
117.0,0.022150989484487967
118.0,0.023018476489275512
119.0,0.03131807800273178
120.0,0.012226715087786492
121.0,0.0289182324459563
122.0,0.04237683055954468
123.0,0.026437540055855285
124.0,0.02757324642184191
125.0,0.029479579396685728
126.0,0.04249916152113998
127.0,0.05166487397471473
128.0,0.032467664843515896
129.0,0.050886820577024844
130.0,0.04294958595493723
131.0,0.03049842704343175
132.0,0.030864446579620366
133.0,0.022947824622904005
134.0,0.035211868568144546
135.0,0.019771664909760584
136.0,0.021504946195269103
137.0,0.03915115200577494
138.0,0.018990878889741932
139.0,0.038126879583154825
140.0,0.03364390153734493
141.0,0.008192013154817794
142.0,0.03703694092635222
143.0,0.03632062553881286
144.0,0.029780161221883948
145.0,0.02614595367903931
146.0,0.03295424359748512
147.0,0.027114791891247304
148.0,0.01453259202092864
149.0,0.010255200577694806
150.0,0.01418325939358027
151.0,0.012190628457602914
152.0,0.007835278273045664
153.0,0.0066633144270662956
154.0,0.004620117715664328
155.0,0.012490623264696632
156.0,0.028964332615597502
157.0,0.01677286674796533
158.0,0.012325723202966545
159.0,0.02324064482736185
160.0,0.038191733752357016
161.0,0.019331608908217328
162.0,0.039630039932299854
163.0,0.03279792679205496
164.0,0.02356152807470714
165.0,0.02206472705753068
166.0,0.010795109714959956
167.0,0.008038077603723534
168.0,0.024973074343789817
169.0,0.009762360177251036
170.0,0.01586837260930894
171.0,0.001778501197385902
172.0,0.012582169521944023
173.0,0.0027225017213041523
174.0,-0.00496924615267719
175.0,-0.002654846878169017
176.0,0.008549064699910815
177.0,-0.003085941619391202
178.0,0.016599514246149177
179.0,0.011667388218503457
180.0,0.02304566525353129
181.0,0.021653768442623
182.0,0.018858714539469
183.0,0.001517430901398785
184.0,0.01412231409393243
185.0,-0.0012000995829554838
186.0,0.0064397977590464625
187.0,0.015425296729297289
188.0,0.02409804144566601
189.0,0.03445708388059733
190.0,0.017070309330887542
191.0,0.03613540811155676
192.0,0.03303079362620735
193.0,0.039640626833583506
194.0,0.041900558946386786
195.0,0.03164956375801323
196.0,0.037359717159901024
197.0,0.02860417534345021
198.0,0.03318832422712984
199.0,0.02005738576919328
200.0,0.015666604784320953
201.0,0.032004532160822295
202.0,0.02387182023389137
203.0,0.029749279022825786
204.0,0.050896888221570874
205.0,0.04454088042615741
206.0,0.027976640511681118
207.0,0.026313609554138712
208.0,0.020682953844837086
209.0,0.012429134341732699
210.0,0.013986340190557325
211.0,0.01368618164298708
212.0,0.012335117946001787
213.0,0.005756498521346456
214.0,0.019958969792980792
215.0,0.02440806457345768
216.0,0.024652208743556617
217.0,0.0423495326024373
218.0,0.019794770022785006
219.0,0.016779496157101958
220.0,0.02032970256835456
221.0,0.014859995387818558
222.0,0.019420587223786333
223.0,0.024670974839947027
224.0,0.02119172220031114
225.0,0.002794275030253625
226.0,0.021604570990280965
227.0,0.008860981652183271
228.0,-0.005550537844893825
229.0,-0.0027226677019019834
230.0,0.005825391485272978
231.0,0.0008563674528985695
232.0,0.0044587180830691995
233.0,-0.00303667009686819
234.0,0.0017179118383078725
235.0,0.02883462580556967
236.0,0.013090381182377264
237.0,0.029064557883539937
238.0,0.02352273261676706
239.0,0.00814919670645936
240.0,0.011654215885706202
241.0,0.021464373995189974
242.0,0.02237363647854012
243.0,0.019628966256972517
244.0,0.016183253819743167
245.0,0.0027054722585067997
246.0,0.0035627609167611855
247.0,0.011126458848110532
248.0,0.01505688598951118
249.0,0.011974686530581128
250.0,0.01841376105182177
251.0,0.020407630477461473
252.0,-0.0003171901988243985
253.0,-0.013941413247329957
254.0,-0.019534186859944496
255.0,0.010429268018384712
256.0,0.008223984820845649
257.0,-0.0007550255858491778
258.0,0.00979588722602554
259.0,0.0012016281279470101
260.0,0.018543489651876324
261.0,-0.0024360905960136505
262.0,-0.025313506998070615
263.0,-0.004462060589552066
264.0,2.649153995188751e-05
265.0,-0.011888255614511109
266.0,-0.0034786641467477865
267.0,-0.023203645424254613
268.0,-0.017042181772885533
269.0,0.004109010124863034
270.0,-0.022588080741200972
271.0,-0.024723152456800915
272.0,-0.02783997010649701
273.0,-0.028144934031031587
274.0,-0.02227124797467843
275.0,-0.020176543521380336
276.0,-0.02647868311337063
277.0,-0.02337698405587763
278.0,-0.010531973893926589
279.0,0.00039259896970248815
280.0,-0.00275571278946255
281.0,-0.00287760324225443
282.0,-0.03323371514246105
283.0,-0.01783590131177414
284.0,-0.009844331320167155
285.0,-0.03005293314967447
286.0,-0.028328349832766452
287.0,-0.02004353488936412
288.0,-0.020209576916511693
289.0,-0.0003508445213037524
290.0,-0.019491819058401434
291.0,-0.034981635438622906
292.0,-0.031998404028284105
293.0,-0.023447932054758605
294.0,-0.030504727871584973
295.0,-0.052749500702386466
296.0,-0.03896491832834475
297.0,-0.016764818606705197
298.0,-0.013092651523738152
299.0,-0.020235621135452273
300.0,-0.04493743977164031
301.0,-0.04320057479854325
302.0,-0.015644347580143787
303.0,-0.01022612323081596
304.0,-0.023421531621925087
305.0,-0.01694124471820886
306.0,-0.017102298783726155
307.0,-0.023145247838694052
308.0,-0.0018685524632023663
309.0,-0.0076615899523238325
310.0,0.0031909241827024564
311.0,-0.010019963077321555
312.0,-0.015292411464959115
313.0,-0.014394255233360537
314.0,-0.0055376987720527435
315.0,-0.010118257513162284
316.0,-0.014463553551788804
317.0,-0.01258342523975889
318.0,-0.0009285544665650135
319.0,-0.010186147386213542
320.0,-0.0014608385664615145
321.0,-0.0016128676509265766
322.0,-0.006422209605264905
323.0,-0.00812221654792462
324.0,-0.010869630300846245
325.0,-0.006588008410601367
326.0,0.009562325382608605
327.0,-0.0025181019471097257
328.0,0.0003091676269139361
329.0,-0.003492812635384697
330.0,0.020579107353394112
331.0,0.01956377547392529
332.0,0.0006952106711986049
333.0,-0.0026117249670184637
334.0,0.012430839153799257
335.0,0.0019210567089075544
336.0,5.1680921739746825e-05
337.0,-0.009515082711343256
338.0,0.0023729955680514203
339.0,-0.0010542084643605952
340.0,0.021328952109457837
341.0,0.012043164655404188
342.0,0.023362804343481727
343.0,0.011717334522557634
344.0,0.02394784817291877
345.0,0.013579633373789361
346.0,0.02194360446170704
347.0,0.006707207057254594
348.0,0.0029469774955884747
349.0,0.0018870104227836414
350.0,-0.004217601522673816
351.0,0.01105312415928563
352.0,-0.004032377610923853
353.0,0.0002387940295777109
354.0,-0.00420165258627502
355.0,-0.011755402688136239
356.0,-0.01959211853744756
357.0,-0.010143956012566345
358.0,0.013039627331728676
359.0,0.002257409076314748
360.0,-0.00550440747463135
