# Time-averaged data for fix 4
# TimeStep v_myPxx v_myPyy v_myPzz v_myPxy v_myPxz v_myPyz
1758000 -165.825 -148.905 -133.055 -77.3906 17.0875 1.22563
1759000 -29.1289 -121.685 -35.293 -48.4278 9.14991 21.1713
1760000 4.67584 -213.905 -116.597 -41.9922 139.744 66.6937
1761000 45.3308 -101.458 -35.9618 -27.2483 136.953 11.8756
1762000 50.8131 17.3238 64.7854 -58.0774 52.7851 29.0083
1763000 6.46882 -7.88745 -98.5848 -11.6057 48.6145 -48.5669
1764000 -153.409 -27.2787 -9.89598 -36.2497 15.4243 -10.2164
1765000 -170.595 -138.179 -101.237 5.19388 34.8808 -37.4732
1766000 -187.962 -139.231 -150.83 42.4202 39.7988 -5.31546
1767000 32.0865 -110.296 -66.0283 17.537 21.5302 2.93718
1768000 -167.423 -212.143 -214.318 28.3385 121.3 -60.4097
1769000 -140.53 -170.378 -126.946 -3.21407 -0.460019 15.3021
1770000 -115.833 -238.476 -88.8695 3.96603 -2.50027 111.067
1771000 -31.6655 31.2684 86.7191 4.73048 48.4228 -13.5795
1772000 170.942 -115.847 184.48 32.1265 19.9518 -25.3102
1773000 85.3203 -21.7981 81.1408 29.4791 11.257 -63.6553
1774000 -97.1655 -4.26775 75.5682 -23.7903 35.4514 -8.9966
1775000 -40.991 -18.3875 -25.0027 -70.7255 -70.7079 5.85629
1776000 -73.2114 -113.257 5.08261 -12.4514 37.7328 -10.537
1777000 -131.734 -58.4705 -60.4529 43.3124 -14.7973 12.6281
1778000 -125.59 -89.3664 32.2909 -71.4163 43.1158 20.3216
1779000 -137.728 -14.3538 -118.96 -62.5327 25.0987 -37.7908
1780000 -59.6898 23.9921 30.3424 32.2081 49.954 30.6596
1781000 -56.9224 87.9104 -50.5413 -82.6818 -12.8332 -41.5166
1782000 -74.1178 133.967 56.4851 45.1586 -53.0757 1.84849
1783000 -17.9645 -106.94 -55.6786 -14.691 -8.7852 -14.056
1784000 -113.147 -11.8512 -7.78128 -106.577 -41.0958 -105.863
1785000 -66.9067 -25.3608 -32.7405 -87.1039 -59.4998 -29.9995
1786000 -117.771 -117.831 -83.5768 19.6228 -16.4838 7.33292
1787000 -93.6358 -49.4836 173.588 -131.96 32.5781 26.83
1788000 -108.877 92.5124 1.09789 -16.7035 -13.184 -92.2183
1789000 -54.4332 24.3449 4.55929 -93.5866 33.8113 -24.406
1790000 -122.161 -58.3411 51.2144 -8.77307 7.68366 59.0831
1791000 25.787 45.1868 127.31 8.01124 9.27455 120.219
1792000 -236.786 -125.009 26.4842 57.4599 -46.8766 -46.176
1793000 -233.368 -30.8696 -81.646 0.398923 49.6211 66.2727
1794000 -202.573 -145.993 -63.7689 45.3352 -36.4838 19.4448
1795000 -33.8578 50.6607 123.104 18.9748 13.1947 63.1168
1796000 -140.426 -186.568 -112.496 24.532 84.199 19.4444
1797000 -53.2423 -94.1956 -111.264 29.3286 -31.9013 79.0796
1798000 -118.687 -21.9759 -88.6498 -65.7615 47.5625 57.142
1799000 -61.9403 31.0596 -95.6159 -14.8714 29.3576 -32.0381
1800000 -76.1095 0.184069 -135.912 23.8725 91.7713 129.195
1801000 4.95816 -139.368 -57.0666 -47.7988 91.1499 -24.2207
1802000 39.0959 -104.066 -118.096 -15.672 111.858 -72.2532
1803000 -128.299 -153.805 -120.708 25.4949 133.587 -16.9759
